product_id,product_name,total_orders,total_quantity_sold,total_sales
TEC-AC-10002402,"Razer Kraken PRO Over Ear PC and Music Headset",8,30,2159.73
TEC-AC-10003441,"Kingston Digital DataTraveler 32GB USB 2.0",7,22,355.95
OFF-FA-10002280,"Advantus Plastic Paper Clips",10,47,225
OFF-SU-10000381,"Acme Forged Steel Scissors with Black Enamel Handles",8,32,279.3
OFF-EN-10004459,"Security-Tint Envelopes",9,23,163.49599999999998
FUR-CH-10000665,"Global Airflow Leather Mesh Back Chair, Black",9,32,3955.676
OFF-AP-10003884,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",1,3,180.66
TEC-PH-10001557,"Pyle PMP37LED",10,43,3590.026
TEC-PH-10002085,"Clarity 53712",4,14,752.2860000000001
OFF-AR-10002956,"Boston 16801 Nautilus Battery Pencil Sharpener",6,23,444.6020000000001
OFF-AP-10003266,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",4,12,151.062
TEC-MA-10004002,"Zebra GX420t Direct Thermal/Thermal Transfer Printer",3,14,5787.355
OFF-BI-10001071,"GBC ProClick Punch Binding System",7,31,1573.9080000000001
OFF-PA-10001560,"Adams Telephone Message Books, 5 1/4” x 11”",5,15,80.93599999999999
OFF-AR-10002578,"Newell 335",4,12,34.56
FUR-BO-10001519,"O'Sullivan 3-Shelf Heavy-Duty Bookcases",5,22,1119.195
OFF-BI-10001294,"Fellowes Binding Cases",5,31,271.44
OFF-BI-10001636,"Ibico Plastic and Wire Spiral Binding Combs",9,41,208.221
OFF-SU-10002503,"Acme Preferred Stainless Steel Scissors",4,16,90.88
OFF-LA-10004093,"Avery 486",9,24,168.13
TEC-AC-10000710,"Maxell DVD-RAM Discs",3,18,296.64
OFF-AR-10002335,"DIXON Oriole Pencils",6,19,44.891999999999996
OFF-PA-10001870,"Xerox 202",8,28,171.072
OFF-PA-10001019,"Xerox 1884",8,32,543.456
OFF-SU-10002537,"Acme Box Cutter Scissors",6,31,306.9
OFF-ST-10003221,"Staple magnet",3,5,53.4
OFF-AR-10003752,"Deluxe Chalkboard Eraser Cleaner",5,17,182.49
TEC-AC-10001714,"Logitech MX Performance Wireless Mouse",7,23,789.822
OFF-AR-10003958,"Newell 337",2,4,10.496
TEC-PH-10002923,"Logitech B530 USB Headset - headset - Full size, Binaural",10,25,739.8
OFF-LA-10004272,"Avery 482",2,4,11.56
FUR-FU-10000965,"Howard Miller 11-1/2" Diameter Ridgewood Wall Clock"",6,24,1184.232
OFF-LA-10004853,"Avery 483",6,19,83.66399999999999
OFF-BI-10003719,"Large Capacity Hanging Post Binders",5,22,276.945
OFF-BI-10000545,"GBC Ibimaster 500 Manual ProClick Binding System",9,48,19024.5
OFF-PA-10003591,"Southworth 100% Cotton The Best Paper",3,15,151.536
OFF-PA-10001790,"Xerox 1910",5,14,586.0880000000001
TEC-AC-10002049,"Plantronics Savi W720 Multi-Device Wireless Headset System",15,60,13756.535999999998
TEC-AC-10002049,"Logitech G19 Programmable Gaming Keyboard",15,60,13756.535999999998
OFF-BI-10003984,"Lock-Up Easel 'Spel-Binder'",7,44,704.691
FUR-FU-10001424,"Dax Clear Box Frame",6,14,96.03
OFF-BI-10002071,"Fellowes Black Plastic Comb Bindings",9,34,102.256
OFF-ST-10002486,"Eldon Shelf Savers Cubes and Bins",8,45,300.14
TEC-AC-10000927,"Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ",4,17,491.836
OFF-AR-10003158,"Fluorescent Highlighters by Dixon",5,26,90.744
TEC-PH-10002660,"Nortel Networks T7316 E Nt8 B27",6,29,1876.524
OFF-BI-10003364,"Binding Machine Supplies",9,32,667.993
OFF-EN-10001099,"Staple envelope",5,18,160.39200000000002
OFF-PA-10002250,"Things To Do Today Pad",7,26,138.53199999999998
OFF-BI-10004716,"Wilson Jones Hanging Recycled Pressboard Data Binders",2,4,32.647999999999996
OFF-LA-10001045,"Permanent Self-Adhesive File Folder Labels for Typewriters by Universal",6,18,44.37
OFF-BI-10001510,"Deluxe Heavy-Duty Vinyl Round Ring Binder",7,33,504.23999999999995
OFF-PA-10002947,"Xerox 1923",5,16,94.856
OFF-PA-10000019,"Xerox 1931",8,36,209.95200000000003
FUR-BO-10003441,"Bush Westfield Collection Bookcases, Fully Assembled",6,18,1473.2982000000002
TEC-PH-10004774,"Gear Head AU3700S Headset",3,16,189.654
OFF-BI-10003684,"Wilson Jones Legal Size Ring Binders",9,44,532.1579999999999
TEC-PH-10001494,"Polycom CX600 IP Phone VoIP phone",4,17,4619.23
TEC-AC-10004666,"Maxell iVDR EX 500GB Cartridge",2,10,2755.4
OFF-ST-10003816,"Fellowes High-Stak Drawer Files",8,26,3946.656
FUR-TA-10001520,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",9,39,2298.114
OFF-ST-10001558,"Acco Perma 4000 Stacking Storage Drawers",11,31,457.968
TEC-AC-10002473,"Maxell 4.7GB DVD-R",11,49,1231.692
TEC-PH-10004531,"AT&T CL2909",7,24,1041.81
TEC-PH-10004531,"OtterBox Commuter Series Case - iPhone 5 & 5s",7,24,1041.81
OFF-AP-10004487,"Kensington 4 Outlet MasterPiece Compact Power Control Center",7,36,2488.392
OFF-PA-10003543,"Xerox 1985",2,5,25.92
TEC-AC-10004353,"Hypercom P1300 Pinpad",7,21,1108.8
OFF-AR-10001468,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",3,7,209.664
OFF-BI-10004826,"JM Magazine Binder",6,18,204.724
OFF-PA-10000289,"Xerox 213",6,18,111.45599999999999
OFF-AP-10003040,"Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection",5,25,665.676
OFF-ST-10001496,"Standard Rollaway File with Lock",10,40,6594.954
OFF-BI-10002931,"Avery Trapezoid Extra Heavy Duty 4" Binders"",4,15,314.54999999999995
FUR-TA-10002356,"Bevis Boat-Shaped Conference Table",6,15,2542.4669999999996
FUR-FU-10003601,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",6,26,1623.2480000000003
FUR-TA-10004154,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",5,25,4446.175
OFF-PA-10000788,"Xerox 210",6,18,95.904
FUR-FU-10001940,"Staple-based wall hangings",10,38,219.696
OFF-BI-10004465,"Avery Durable Slant Ring Binders",5,19,51.48
FUR-FU-10004188,"Luxo Professional Combination Clamp-On Lamps",5,13,1329.8999999999999
OFF-BI-10000145,"Zipper Ring Binder Pockets",13,44,81.744
OFF-LA-10001613,"Avery File Folder Labels",13,44,113.472
OFF-LA-10004055,"Color-Coded Legal Exhibit Labels",2,3,14.73
OFF-PA-10004621,"Xerox 212",7,25,141.264
OFF-PA-10001281,"Computer Printout Paper with Letter-Trim Fine Perforations",1,4,191.6
OFF-ST-10001097,"Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers",5,20,3178.13
FUR-FU-10001095,"DAX Black Cherry Wood-Tone Poster Frame",8,24,455.4560000000001
OFF-BI-10002012,"Wilson Jones Easy Flow II Sheet Lifters",12,49,51.48
OFF-PA-10004156,"Xerox 188",8,20,213.192
OFF-AR-10000034,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",6,29,118.72
TEC-PH-10000560,"Samsung Galaxy S III - 16GB - pebble blue (T-Mobile)",6,28,7139.796
OFF-EN-10000461,"#10- 4 1/8" x 9 1/2"" Recycled Envelopes"",8,27,211.50799999999998
TEC-MA-10003066,"Wasp CCD Handheld Bar Code Reader",1,3,336.51
OFF-BI-10004022,"Acco Suede Grain Vinyl Round Ring Binder",8,29,38.642
OFF-AR-10001988,"Bulldog Table or Wall-Mount Pencil Sharpener",3,13,77.87
OFF-PA-10003625,"Xerox 1979",3,11,328.388
OFF-BI-10003925,"Fellowes PB300 Plastic Comb Binding Machine",6,27,8070.192
OFF-EN-10003862,"Laser & Ink Jet Business Envelopes",5,20,198.462
OFF-ST-10004258,"Portable Personal File Box",6,19,224.66400000000002
FUR-FU-10002885,"Magna Visual Magnetic Picture Hangers",6,19,84.832
TEC-AC-10003033,"Plantronics CS510 - Over-the-Head monaural Wireless Headset System",10,35,10822.359999999999
OFF-ST-10000046,"Fellowes Super Stor/Drawer Files",9,27,4006.44
OFF-BI-10002049,"UniKeep View Case Binders",5,13,28.851
OFF-ST-10003722,"Project Tote Personal File",4,15,193.614
TEC-AC-10003198,"Enermax Acrylux Wireless Keyboard",6,29,2450.16
FUR-FU-10002191,"G.E. Halogen Desk Lamp Bulbs",5,11,62.82
TEC-PH-10004188,"OtterBox Commuter Series Case - Samsung Galaxy S4",4,18,384.846
OFF-ST-10001526,"Iceberg Mobile Mega Data/Printer Cart ",8,49,5751.774
OFF-AR-10001166,"Staples in misc. colors",3,8,60.64
FUR-CH-10000309,"Global Comet Stacking Arm Chair",5,17,6084.143999999999
TEC-MA-10004212,"Cisco SPA525G2 5-Line IP Phone",1,8,1379.92
OFF-EN-10003072,"Peel & Seel Envelopes",4,18,62.856
OFF-BI-10000320,"GBC Plastic Binding Combs",10,30,172.692
OFF-PA-10001166,"Xerox 1932",10,28,222.43199999999996
OFF-PA-10001166,"Xerox 2",10,28,222.43199999999996
OFF-PA-10003656,"Xerox 1935",4,21,538.1519999999999
TEC-PH-10000148,"Cyber Acoustics AC-202b Speech Recognition Stereo Headset",5,11,119.508
TEC-PH-10003885,"Cisco SPA508G",5,15,910.662
OFF-LA-10001175,"Avery 514",4,17,47.808
OFF-PA-10000955,"Southworth 25% Cotton Granite Paper & Envelopes",3,7,37.932
FUR-FU-10003975,"Eldon Advantage Chair Mats for Low to Medium Pile Carpets",5,13,563.03
OFF-BI-10003707,"Aluminum Screw Posts",11,41,354.03200000000004
OFF-AR-10000203,"Newell 336",4,18,68.48
OFF-AR-10004790,"Staples in misc. colors",2,5,47.88
TEC-AC-10004761,"Maxell 4.7GB DVD+RW 3/Pack",4,17,264.438
FUR-BO-10001811,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",8,26,5492.885
OFF-AR-10001130,"Quartet Alpha White Chalk, 12/Pack",2,8,15.469999999999999
OFF-AP-10000055,"Belkin F9S820V06 8 Outlet Surge",4,17,266.33599999999996
FUR-CH-10002304,"Global Stack Chair without Arms, Black",7,44,901.506
FUR-FU-10000293,"Eldon Antistatic Chair Mats for Low to Medium Pile Carpets",4,14,1431.944
OFF-PA-10001307,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",4,15,54.6
FUR-FU-10004460,"Howard Miller 12" Round Wall Clock"",2,14,479.33799999999997
OFF-AR-10000716,"DIXON Ticonderoga Erasable Checking Pencils",7,20,94.85999999999999
FUR-FU-10004622,"Eldon Advantage Foldable Chair Mats for Low Pile Carpets",3,10,379.4
OFF-BI-10003529,"Avery Round Ring Poly Binders",6,17,36.919999999999995
OFF-BI-10001097,"Avery Hole Reinforcements",9,32,116.50099999999999
OFF-FA-10001754,"Stockwell Gold Paper Clips",2,5,8.096
OFF-FA-10004838,"Super Bands, 12/Pack",4,20,33.480000000000004
TEC-PH-10002115,"Plantronics 81402",4,15,844.672
OFF-FA-10003059,"Assorted Color Push Pins",8,21,34.39
OFF-BI-10004330,"GBC Velobind Prepunched Cover Sets, Regency Series",7,33,661.942
OFF-BI-10003669,"3M Organizer Strips",7,26,83.16
OFF-BI-10003727,"Avery Durable Slant Ring Binders With Label Holder",9,36,90.70599999999999
TEC-AC-10003447,"Micropad Numeric Keypads",4,15,291.85400000000004
OFF-AR-10000255,"Newell 328",3,13,75.92
OFF-AP-10002191,"Belkin 8 Outlet SurgeMaster II Gold Surge Protector",5,15,737.754
OFF-PA-10000349,"Easy-staple paper",9,25,118.524
FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",14,54,5436.158
OFF-PA-10003127,"Easy-staple paper",6,13,327.11199999999997
TEC-MA-10003979,"Ativa V4110MDD Micro-Cut Shredder",2,11,7699.89
OFF-PA-10000029,"Xerox 224",6,17,95.904
OFF-LA-10000452,"Avery 488",6,17,51.03
TEC-PH-10001819,"Innergie mMini Combo Duo USB Travel Charging Kit",6,19,746.8340000000001
OFF-AR-10002952,"Stanley Contemporary Battery Pencil Sharpeners",4,24,293.7
TEC-PH-10000576,"AT&T 1080 Corded phone",7,18,1945.258
OFF-PA-10000605,"Xerox 1950",3,9,49.708
OFF-ST-10004340,"Fellowes Mobile File Cart, Black",10,40,2300.66
OFF-BI-10004001,"GBC Recycled VeloBinder Covers",8,42,487.34399999999994
FUR-TA-10004147,"Hon 4060 Series Tables",4,13,1231.56
OFF-AR-10001545,"Newell 326",6,23,36.608
TEC-AC-10001013,"Logitech ClearChat Comfort/USB Headset H390",6,19,533.078
OFF-AR-10002255,"Newell 346",5,11,31.104
OFF-BI-10003676,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",12,51,258.72
OFF-FA-10003495,Staples,7,35,192.128
OFF-EN-10003798,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",2,5,68.28
TEC-PH-10003589,"invisibleSHIELD by ZAGG Smudge-Free Screen Protector",7,29,442.5539999999999
OFF-PA-10004735,"Xerox 1905",5,23,146.448
FUR-BO-10002206,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",1,1,119.833
OFF-PA-10000141,"Ampad Evidence Wirebond Steno Books, 6" x 9"""",4,14,27.468000000000004
TEC-PH-10001061,"Apple iPhone 5C",4,15,1339.866
OFF-AR-10002375,"Newell 351",7,26,82.656
OFF-EN-10001539,"Staple envelope",7,26,196.056
FUR-TA-10004086,"KI Adjustable-Height Table",7,27,1788.3840000000002
OFF-PA-10000100,"Xerox 1945",8,45,1696.986
OFF-LA-10000973,"Avery 502",3,7,17.64
OFF-ST-10001476,"Steel Personal Filing/Posting Tote",5,29,937.4639999999999
OFF-EN-10002831,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",3,17,610.98
OFF-PA-10001763,"Xerox 1896",2,5,49.95
OFF-BI-10002072,"Cardinal Slant-D Ring Binders",5,17,119.922
OFF-FA-10001561,"Stockwell Push Pins",8,34,69.76
TEC-MA-10004241,"Star Micronics TSP800 TSP847IIU Receipt Printer",2,4,1286.85
OFF-AP-10003849,"Hoover Shoulder Vac Commercial Portable Vacuum",6,16,5009.48
OFF-FA-10000735,Staples,5,19,54.312000000000005
OFF-BI-10003350,"Acco Expandable Hanging Binders",4,11,38.918
TEC-PH-10000307,"Shocksock Galaxy S4 Armband",3,7,63.50999999999999
TEC-CO-10004202,"Brother DCP1000 Digital 3 in 1 Multifunction Machine",7,19,4859.838000000001
FUR-FU-10001852,"Eldon Regeneration Recycled Desk Accessories, Smoke",5,21,33.756
OFF-AR-10003759,"Crayola Anti Dust Chalk, 12/Pack",7,35,59.696000000000005
OFF-ST-10004337,"SAFCO Commercial Wire Shelving, 72h",5,24,1445.2640000000001
FUR-TA-10001932,"Chromcraft 48" x 96"" Racetrack Double Pedestal Table"",6,22,5098.1759999999995
FUR-CH-10002126,"Hon Deluxe Fabric Upholstered Stacking Chairs",4,15,2586.1879999999996
TEC-PH-10004700,"PowerGen Dual USB Car Charger",4,14,127.87200000000001
OFF-BI-10003429,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",9,41,136.728
FUR-FU-10004952,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",4,13,514.556
OFF-PA-10003172,"Xerox 1996",8,28,176.25600000000003
OFF-ST-10002352,"Iris Project Case",6,30,225.03600000000003
OFF-PA-10002259,"Geographics Note Cards, Blank, White, 8 1/2" x 11"""",3,8,76.092
OFF-BI-10002976,"ACCOHIDE Binder by Acco",4,21,65.254
OFF-LA-10004425,"Staple-on labels",5,21,53.754000000000005
FUR-CH-10001270,"Harbour Creations Steel Folding Chair",8,34,2389.125
TEC-PH-10004539,"Wireless Extenders zBoost YX545 SOHO Signal Booster",7,24,4044.3860000000004
OFF-AR-10001919,"OIC #2 Pencils, Medium Soft",7,17,30.831999999999997
TEC-PH-10003655,"Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4",2,8,13.86
OFF-BI-10004656,"Peel & Stick Add-On Corner Pockets",7,30,38.016
OFF-ST-10002344,"Carina 42"Hx23 3/4""W Media Storage Unit"",8,22,1635.7960000000003
TEC-PH-10004447,"Toshiba IPT2010-SD IP Telephone",8,31,3613.74
FUR-CH-10003973,"GuestStacker Chair with Chrome Finish Legs",8,31,9070.944000000001
OFF-PA-10000682,"Xerox 1924",4,12,60.112
FUR-FU-10002268,"Ultra Door Push Plate",7,34,149.264
TEC-AC-10001990,"Kensington Orbit Wireless Mobile Trackball for PC and Mac",5,33,1703.7160000000001
FUR-CH-10004540,"Global Chrome Stack Chair",6,32,815.8639999999999
OFF-ST-10002292,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",2,5,1706.508
OFF-AR-10004999,"Newell 315",6,25,145.912
OFF-BI-10001031,"Pressboard Data Binders by Wilson Jones",8,27,99.32400000000001
OFF-BI-10002432,"Wilson Jones Standard D-Ring Binders",8,26,96.64600000000002
FUR-FU-10001867,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",3,13,121.296
TEC-PH-10002200,"Aastra 6757i CT Wireless VoIP phone",8,30,7437.886
TEC-PH-10002200,"Samsung Galaxy Note 2",8,30,7437.886
TEC-PH-10000439,"GE DSL Phone Line Filter",4,15,495.876
OFF-PA-10001685,"Easy-staple paper",5,29,257.556
OFF-ST-10001418,"Carina Media Storage Towers in Natural & Black",5,20,1073.248
OFF-ST-10000676,"Fellowes Econo/Stor Drawers",2,7,581.58
OFF-AR-10001022,"SANFORD Liquid Accent Tank-Style Highlighters",3,5,14.2
OFF-EN-10003055,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",7,22,783.608
TEC-CO-10001046,"Canon Imageclass D680 Copier / Fax",5,16,8959.872000000001
FUR-FU-10000076,"24-Hour Round Wall Clock",6,27,487.51200000000006
FUR-FU-10003268,"Eldon Radial Chair Mat for Low to Medium Pile Carpets",6,20,775.6120000000001
FUR-FU-10003691,"Eldon Image Series Desk Accessories, Ebony",5,18,180.30999999999997
OFF-AR-10003903,"Sanford 52201 APSCO Electric Pencil Sharpener",4,14,565.386
TEC-PH-10003442,"Samsung Replacement EH64AVFWE Premium Headset",5,21,104.5
OFF-BI-10004519,"GBC DocuBind P100 Manual Binding Machine",8,27,2954.4440000000004
OFF-EN-10004955,"Fashion Color Clasp Envelopes",3,15,77.904
FUR-TA-10004619,"Hon Non-Folding Utility Tables",5,29,3775.647
FUR-BO-10004467,"Bestar Classic Bookcase",8,31,1897.8102000000001
OFF-AR-10002280,"Staples in misc. colors",2,9,54.348
FUR-CH-10001708,"Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back",7,32,3989.7340000000004
OFF-AR-10000462,"Sanford Pocket Accent Highlighters",3,14,22.4
TEC-PH-10004165,"Mitel MiVoice 5330e IP Phone",9,34,7699.72
FUR-FU-10003724,"Westinghouse Clip-On Gooseneck Lamps",9,38,279.558
FUR-FU-10003535,"Howard Miller Distant Time Traveler Alarm Clock",6,21,531.948
OFF-ST-10003716,"Tennsco Double-Tier Lockers",12,47,9630.856
TEC-PH-10004586,"Wilson SignalBoost 841262 DB PRO Amplifier Kit",6,17,5327.26
OFF-BI-10004236,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",10,39,386.08399999999995
OFF-AR-10000422,"Pencil and Crayon Sharpener",4,16,29.346
OFF-PA-10002870,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",5,20,124.8
OFF-ST-10000563,"Fellowes Bankers Box Stor/Drawer Steel Plus",12,50,1426.308
OFF-BI-10002854,"Performers Binder/Pad Holder, Black",8,36,611.054
FUR-CH-10001973,"Office Star Flex Back Scooter Chair with White Frame",7,21,1775.6800000000003
TEC-AC-10000580,"Logitech G13 Programmable Gameboard with LCD Display",4,14,1039.8700000000001
OFF-AR-10004022,"Panasonic KP-380BK Classic Electric Pencil Sharpener",6,22,705.208
TEC-AC-10004209,"Memorex Froggy Flash Drive 4 GB",5,14,136.27599999999998
TEC-AC-10000023,"Maxell 74 Minute CD-R Spindle, 50/Pack",5,24,503.28
TEC-PH-10003505,"Geemarc AmpliPOWER60",11,46,3415.0399999999995
OFF-LA-10000121,"Avery 48",3,15,90.72
OFF-BI-10002026,"Ibico Recycled Linen-Style Covers",14,64,2068.822
OFF-BI-10002026,"Avery Arch Ring Binders",14,64,2068.822
OFF-PA-10000994,"Xerox 1915",9,28,2789.0099999999998
OFF-BI-10002813,"Avery Reinforcements for Hole-Punch Pages",8,41,28.512
OFF-AR-10004817,"Colorific Watercolor Pencils",3,11,51.60000000000001
OFF-AR-10001860,"BIC Liqua Brite Liner",6,27,173.5
OFF-BI-10004970,"ACCOHIDE 3-Ring Binder, Blue, 1""",13,44,147.02800000000002
OFF-PA-10002968,"Xerox 1973",2,8,169.01600000000002
FUR-BO-10003433,"Sauder Cornerstone Collection Library",3,14,322.19199999999995
FUR-FU-10002554,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",4,7,167.92999999999998
TEC-PH-10003437,"Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with",4,21,1229.836
OFF-AP-10003971,"Belkin 6 Outlet Metallic Surge Strip",9,29,262.449
FUR-CH-10003846,"Hon Valutask Swivel Chairs",4,13,1242.0539999999999
OFF-LA-10001404,"Avery 517",4,13,44.28
OFF-LA-10001474,"Avery 477",4,20,573.9639999999999
FUR-FU-10004960,"Seth Thomas 12" Clock w/ Goldtone Case"",3,17,390.66
TEC-AC-10003116,"Memorex Froggy Flash Drive 8 GB",8,32,536.05
OFF-AP-10004859,"Acco 6 Outlet Guardian Premium Surge Suppressor",8,35,432.432
OFF-PA-10002659,"Avoid Verbal Orders Carbonless Minifold Book",5,21,68.276
OFF-BI-10004139,"Fellowes Presentation Covers for Comb Binding Machines",2,14,133.86
OFF-AR-10002818,"Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener",2,9,197.82
OFF-AP-10001303,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",4,9,147.26
OFF-ST-10002574,"SAFCO Commercial Wire Shelving, Black",10,35,4199.456
FUR-FU-10004018,"Tensor Computer Mounted Lamp",8,36,536.04
TEC-PH-10002549,"Polycom SoundPoint IP 450 VoIP phone",6,22,3839.62
OFF-PA-10004911,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",5,21,196.98000000000002
TEC-MA-10002178,"Cisco CP-7937G Unified IP Conference Station Phone",2,4,1391.4
OFF-AR-10000411,"Boston 16701 Slimline Battery Pencil Sharpener",2,6,86.076
OFF-LA-10000262,"Avery 494",6,23,56.376000000000005
OFF-PA-10000466,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",3,12,76.836
OFF-AR-10003829,"Newell 35",9,30,93.152
OFF-BI-10001758,"Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders",4,23,100.392
OFF-BI-10000136,"Avery Non-Stick Heavy Duty View Round Locking Ring Binders",3,12,68.17200000000001
OFF-ST-10000649,"Hanging Personal Folder File",5,17,251.2
OFF-PA-10003641,"Xerox 1909",9,40,970.784
FUR-CH-10002961,"Leather Task Chair, Black",6,19,1437.484
OFF-PA-10004041,"It's Hot Message Books with Stickers, 2 3/4" x 5"""",6,25,161.32
TEC-PH-10001336,"Digium D40 VoIP phone",9,27,3044.164
TEC-MA-10003183,"DYMO CardScan Personal V9 Business Card Scanner",3,11,1343.9160000000002
TEC-AC-10001314,"Case Logic 2.4GHz Wireless Keyboard",8,27,1229.754
TEC-AC-10004510,"Logitech Desktop MK120 Mouse and keyboard Combo",12,50,778.736
OFF-BI-10000042,"Pressboard Data Binder, Crimson, 12" X 8 1/2"""",3,9,33.108000000000004
FUR-TA-10003008,"Lesro Round Back Collection Coffee Table, End Table",8,20,2847.7799999999997
OFF-AP-10003590,"Hoover WindTunnel Plus Canister Vacuum",3,9,3051.3
OFF-PA-10000806,"Xerox 1934",5,20,1097.2079999999999
OFF-AR-10000896,"Newell 329",2,8,24.272
TEC-PH-10002310,"Plantronics Calisto P620-M USB Wireless Speakerphone System",7,22,3168.606
TEC-PH-10002310,"Panasonic KX T7731-B Digital phone",7,22,3168.606
OFF-PA-10001289,"White Computer Printout Paper by Universal",8,37,1279.08
OFF-FA-10000053,"Revere Boxed Rubber Bands by Revere",6,29,48.006
OFF-EN-10003001,"Ames Color-File Green Diamond Border X-ray Mailers",4,18,1360.476
FUR-TA-10002958,"Bevis Oval Conference Table, Walnut",8,36,6942.068
FUR-TA-10001676,"Hon 61000 Series Interactive Training Tables",9,22,653.121
OFF-BI-10000822,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2" X 11"""",5,17,67.25
OFF-PA-10004888,"Xerox 217",8,25,151.63199999999998
FUR-TA-10002622,"Bush Andora Conference Table, Maple/Graphite Gray Finish",4,12,1436.232
OFF-PA-10000418,"Xerox 189",6,19,1782.4499999999998
FUR-TA-10001039,"KI Adjustable-Height Table",11,47,2764.257
OFF-AR-10002240,"Panasonic KP-150 Electric Pencil Sharpener",4,16,573.648
OFF-BI-10002867,"GBC Recycled Regency Composition Covers",6,26,1291.248
FUR-FU-10003976,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",5,17,196.248
TEC-PH-10002922,"ShoreTel ShorePhone IP 230 VoIP phone",4,21,2906.628
OFF-PA-10000501,"Petty Cash Envelope",3,10,231.856
OFF-AP-10004980,"3M Replacement Filter for Office Air Cleaner for 20' x 33' Room",4,14,303.36
TEC-PH-10001750,"Samsung Rugby III",8,24,1385.7899999999997
OFF-BI-10003708,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",6,28,122.17999999999999
OFF-BI-10001191,"Canvas Sectional Post Binders",6,28,422.63599999999997
OFF-PA-10003673,"Strathmore Photo Mount Cards",9,38,245.43599999999998
OFF-PA-10001639,"Xerox 203",6,24,143.85600000000002
TEC-AC-10004975,"Plantronics Audio 995 Wireless Stereo Headset",4,18,1913.13
OFF-BI-10004364,"Storex Dura Pro Binders",12,38,125.33399999999997
OFF-PA-10001712,"Xerox 1948",3,15,149.85000000000002
FUR-CH-10004289,"Global Super Steno Chair",7,30,2389.9020000000005
TEC-PH-10002564,"OtterBox Defender Series Case - Samsung Galaxy S4",8,27,689.77
OFF-BI-10004876,"Wilson Jones Suede Grain Vinyl Binders",3,8,16.402
TEC-PH-10004348,"OtterBox Defender Series Case - iPhone 5c",2,5,133.128
OFF-BI-10004352,"Wilson Jones DublLock D-Ring Binders",2,6,35.775
OFF-BI-10000666,"Surelock Post Binders",8,29,653.984
TEC-MA-10000010,"Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer",1,8,3040
OFF-BI-10000977,"Ibico Plastic Spiral Binding Combs",13,47,1100.48
FUR-TA-10002530,"Iceberg OfficeWorks 42" Round Tables"",7,30,3457.4419999999996
FUR-FU-10001473,"Eldon Executive Woodline II Desk Accessories, Mahogany",14,57,839.676
FUR-FU-10001473,"DAX Wood Document Frame",14,57,839.676
OFF-BI-10001765,"Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges",6,22,554.24
FUR-CH-10000847,"Global Executive Mid-Back Manager's Chair",6,18,4626.582
OFF-PA-10001293,"Xerox 1946",3,13,79.056
OFF-AR-10000634,"Newell 320",7,23,81.32000000000001
